Store,Date,Weekly_Sales,Promotion
40,2015-05-14,1016083.3465199742,FALSE
41,2015-05-14,1250349.411705612,FALSE
42,2015-05-14,632035.528856005,FALSE
43,2015-05-14,773715.2353671646,TRUE
44,2015-05-14,320881.8445061981,FALSE
45,2015-05-14,849121.7619173384,FALSE
1,2015-05-21,1567543.425534481,FALSE
2,2015-05-21,2124463.7141288286,FALSE
3,2015-05-21,384995.5704482241,FALSE
4,2015-05-21,2132096.6938642375,FALSE
5,2015-05-21,337792.5204394951,FALSE
6,2015-05-21,1715685.579695354,FALSE
7,2015-05-21,442597.07842002594,FALSE
8,2015-05-21,916487.53704673,FALSE
9,2015-05-21,566999.6856525975,FALSE
10,2015-05-21,2069224.1236895316,FALSE
11,2015-05-21,1424173.2640394724,FALSE
12,2015-05-21,1073326.0355676431,FALSE
13,2015-05-21,2075993.0888689617,FALSE
14,2015-05-21,2361051.927628219,FALSE
15,2015-05-21,690555.469472751,FALSE
16,2015-05-21,487512.28400602913,FALSE
17,2015-05-21,925775.5591301968,FALSE
18,2015-05-21,1233754.4592434042,FALSE
19,2015-05-21,1542965.2419859068,FALSE
20,2015-05-21,2120879.668681062,FALSE
21,2015-05-21,843723.0932716128,FALSE
22,2015-05-21,1097520.5598295971,FALSE
23,2015-05-21,1486641.1311759287,FALSE
24,2015-05-21,1437429.181247841,FALSE
25,2015-05-21,788567.5210466435,FALSE
26,2015-05-21,1105121.755548442,FALSE
27,2015-05-21,2056884.578428768,FALSE
28,2015-05-21,1364006.6022601184,FALSE
29,2015-05-21,562236.4285515393,FALSE
30,2015-05-21,510416.63254276995,FALSE
31,2015-05-21,1497819.652677305,FALSE
32,2015-05-21,1281013.8536451326,FALSE
33,2015-05-21,329559.48579799954,TRUE
34,2015-05-21,1023199.3040127226,FALSE
35,2015-05-21,1207503.8854110225,TRUE
36,2015-05-21,531881.6399855118,TRUE
37,2015-05-21,571725.5814149462,FALSE
38,2015-05-21,381337.7318767295,FALSE
39,2015-05-21,1512679.497980174,FALSE
40,2015-05-21,991838.1671815866,FALSE
41,2015-05-21,1302757.5480040743,FALSE
42,2015-05-21,564903.3964868513,FALSE
43,2015-05-21,752672.0325106962,TRUE
44,2015-05-21,299098.29133296805,FALSE
45,2015-05-21,837593.1122588671,FALSE
1,2015-05-28,1603838.4429664463,FALSE
2,2015-05-28,2191858.3614198486,FALSE
3,2015-05-28,392080.40469149017,FALSE
4,2015-05-28,2080334.104605506,FALSE
5,2015-05-28,347197.3863019649,FALSE
6,2015-05-28,1841715.3874630244,TRUE
7,2015-05-28,495837.9940305641,FALSE
8,2015-05-28,972158.1156147888,FALSE
9,2015-05-28,625089.6124920406,FALSE
10,2015-05-28,2133066.0839705504,FALSE
11,2015-05-28,1415914.6834706399,FALSE
12,2015-05-28,1070051.9906760734,FALSE
13,2015-05-28,2102537.1776788295,FALSE
14,2015-05-28,2494286.1572814635,TRUE
15,2015-05-28,834104.0716780879,TRUE
16,2015-05-28,536934.8506414811,FALSE
17,2015-05-28,977507.0363388879,FALSE
18,2015-05-28,1406966.6316503205,TRUE
19,2015-05-28,1846656.5365017501,TRUE
20,2015-05-28,2313787.874258594,FALSE
21,2015-05-28,845797.8347108371,FALSE
22,2015-05-28,1236127.6658135047,TRUE
23,2015-05-28,1759609.9258446165,TRUE
24,2015-05-28,1650650.0948740921,TRUE
25,2015-05-28,887491.4311929914,TRUE
26,2015-05-28,1198174.089408675,TRUE
27,2015-05-28,2197855.416254794,TRUE
28,2015-05-28,1317713.193334317,FALSE
29,2015-05-28,646910.7509928211,TRUE
30,2015-05-28,517945.2558770716,TRUE
31,2015-05-28,1466496.5715502861,FALSE
32,2015-05-28,1350275.1231435922,FALSE
33,2015-05-28,312740.30930632574,TRUE
34,2015-05-28,1055959.9791207793,FALSE
35,2015-05-28,1370562.498054373,TRUE
36,2015-05-28,500671.52763054334,TRUE
37,2015-05-28,596080.4704877452,FALSE
38,2015-05-28,365627.54653663613,FALSE
39,2015-05-28,1529330.3916554672,FALSE
40,2015-05-28,1129444.7710091406,FALSE
41,2015-05-28,1396183.1928664646,FALSE
42,2015-05-28,542161.6638488092,FALSE
43,2015-05-28,705918.483308453,FALSE
44,2015-05-28,326901.6454079658,FALSE
45,2015-05-28,897185.5450455227,FALSE
1,2015-06-04,1809297.5384758401,FALSE
2,2015-06-04,2354727.412306906,TRUE
3,2015-06-04,444582.90748874284,FALSE
4,2015-06-04,2131579.257242221,FALSE
5,2015-06-04,378346.1481133334,TRUE
6,2015-06-04,2080162.0699760355,TRUE
7,2015-06-04,570256.7969877739,FALSE
8,2015-06-04,1073158.995889331,TRUE
9,2015-06-04,656356.1364366609,TRUE
10,2015-06-04,2163067.2725524446,FALSE
11,2015-06-04,1563802.9462800322,FALSE
12,2015-06-04,1175221.6952655006,FALSE
13,2015-06-04,2265316.9914115597,FALSE
14,2015-06-04,2647101.771416964,TRUE
15,2015-06-04,776336.9239582313,TRUE
16,2015-06-04,578222.5009473177,FALSE
17,2015-06-04,982082.2884060992,FALSE
18,2015-06-04,1423798.23952268,TRUE
19,2015-06-04,1701210.3568311222,TRUE
20,2015-06-04,2467930.7230730816,FALSE
21,2015-06-04,902689.0068705959,TRUE
22,2015-06-04,1226942.7009958662,TRUE
23,2015-06-04,1696083.274655331,TRUE
24,2015-06-04,1754581.7683405336,TRUE
25,2015-06-04,855811.4574458738,TRUE
26,2015-06-04,1123531.0064247889,FALSE
27,2015-06-04,2321759.233936378,TRUE
28,2015-06-04,1728833.254296221,TRUE
29,2015-06-04,658546.9712922705,TRUE
30,2015-06-04,513319.3711323109,FALSE
31,2015-06-04,1598859.7869962645,FALSE
32,2015-06-04,1287079.0346861242,FALSE
33,2015-06-04,319296.09310615994,TRUE
34,2015-06-04,1082076.1036512412,FALSE
35,2015-06-04,1436192.606052323,TRUE
36,2015-06-04,527593.2616266453,TRUE
37,2015-06-04,536671.6861519753,FALSE
38,2015-06-04,421306.076708557,FALSE
39,2015-06-04,1693588.5317400044,FALSE
40,2015-06-04,1178661.794284481,TRUE
41,2015-06-04,1461603.4569185523,FALSE
42,2015-06-04,622740.6303151139,FALSE
43,2015-06-04,763815.981334436,TRUE
44,2015-06-04,316218.28483835043,FALSE
45,2015-06-04,938007.7241404973,TRUE
1,2015-06-11,1727582.3550143093,FALSE
2,2015-06-11,2268490.398116786,TRUE
3,2015-06-11,397599.3329460469,FALSE
4,2015-06-11,2094989.1681103234,FALSE
5,2015-06-11,332222.388335844,FALSE
6,2015-06-11,1887836.5825682823,TRUE
7,2015-06-11,558382.7565361985,FALSE
8,2015-06-11,1024565.1207696033,FALSE
9,2015-06-11,585412.3971565405,FALSE
10,2015-06-11,2046722.3502970487,FALSE
11,2015-06-11,1500244.611869161,FALSE
12,2015-06-11,1137907.7861933208,FALSE
13,2015-06-11,2282312.9734950215,FALSE
14,2015-06-11,2519392.932096345,TRUE
15,2015-06-11,693623.2094421494,FALSE
16,2015-06-11,599827.9045957129,FALSE
17,2015-06-11,946635.3151257364,FALSE
18,2015-06-11,1314278.9628229754,TRUE
19,2015-06-11,1579887.3049793213,FALSE
20,2015-06-11,2352431.3698925935,FALSE
21,2015-06-11,878378.456388909,FALSE
22,2015-06-11,1188480.8379131823,FALSE
23,2015-06-11,1612083.5954042496,FALSE
24,2015-06-11,1540436.4527667207,FALSE
25,2015-06-11,825581.6546532263,FALSE
26,2015-06-11,1202666.185618597,TRUE
27,2015-06-11,2098565.933920752,TRUE
28,2015-06-11,1510799.324447843,FALSE
29,2015-06-11,605572.4008127828,FALSE
30,2015-06-11,498968.9212520601,FALSE
31,2015-06-11,1542266.5759924892,FALSE
32,2015-06-11,1335056.4701160325,FALSE
33,2015-06-11,348079.54395407945,TRUE
34,2015-06-11,1069190.0816152017,FALSE
35,2015-06-11,1299597.4910337825,TRUE
36,2015-06-11,523810.4260823288,TRUE
37,2015-06-11,539718.0351870407,FALSE
38,2015-06-11,397388.2906598844,FALSE
39,2015-06-11,1535897.4532934548,FALSE
40,2015-06-11,1128427.413692488,FALSE
41,2015-06-11,1363195.4042728904,FALSE
42,2015-06-11,680050.952793378,TRUE
43,2015-06-11,766068.6595090961,TRUE
44,2015-06-11,332419.8232999046,FALSE
45,2015-06-11,890018.2829087015,FALSE
1,2015-06-18,1683594.272840288,FALSE
2,2015-06-18,2241721.7156958645,FALSE
3,2015-06-18,407745.75866502075,FALSE
4,2015-06-18,2161197.0441246624,FALSE
5,2015-06-18,351433.5640613936,FALSE
6,2015-06-18,1878424.448267916,TRUE
7,2015-06-18,538854.5358053967,FALSE
8,2015-06-18,974264.7306661137,FALSE
9,2015-06-18,574614.1079125142,FALSE
10,2015-06-18,2058050.059566095,FALSE
11,2015-06-18,1496831.1003256286,FALSE
12,2015-06-18,1070903.1930703365,FALSE
13,2015-06-18,2243735.7673585704,FALSE
14,2015-06-18,2518357.5996751874,TRUE
15,2015-06-18,730572.6774702825,FALSE
16,2015-06-18,604937.694832965,FALSE
17,2015-06-18,983306.8354008457,FALSE
18,2015-06-18,1325147.0133915881,TRUE
19,2015-06-18,1632110.8072759968,FALSE
20,2015-06-18,2342815.3497495404,FALSE
21,2015-06-18,879273.0006239411,FALSE
22,2015-06-18,1179183.9346721626,FALSE
23,2015-06-18,1688549.8803587118,TRUE
24,2015-06-18,1516592.8070244796,FALSE
25,2015-06-18,874054.7885881143,TRUE
26,2015-06-18,1121385.2045256991,FALSE
27,2015-06-18,2113538.84879065,TRUE
28,2015-06-18,1419662.6215535004,FALSE
29,2015-06-18,625748.3748734015,FALSE
30,2015-06-18,501429.84185236786,FALSE
31,2015-06-18,1532184.5582647976,FALSE
32,2015-06-18,1288150.5525045746,FALSE
33,2015-06-18,305071.77134237916,FALSE
34,2015-06-18,1054552.948417121,FALSE
35,2015-06-18,1341722.0084480464,TRUE
36,2015-06-18,543950.9875071563,TRUE
37,2015-06-18,566424.7958928176,FALSE
38,2015-06-18,375956.1423801441,FALSE
39,2015-06-18,1532433.6002578668,FALSE
40,2015-06-18,1089823.6424794728,FALSE
41,2015-06-18,1347251.508975907,FALSE
42,2015-06-18,592919.3383710156,FALSE
43,2015-06-18,783971.8859948845,TRUE
44,2015-06-18,328682.7486758416,FALSE
45,2015-06-18,912900.6805390064,FALSE
1,2015-06-25,1593357.6131070282,FALSE
2,2015-06-25,2172610.104341641,FALSE
3,2015-06-25,400208.11977986153,FALSE
4,2015-06-25,2068147.1517427983,FALSE
5,2015-06-25,330671.702388893,FALSE
6,2015-06-25,1837472.1652545405,FALSE
7,2015-06-25,620129.7603850763,FALSE
8,2015-06-25,912663.9355333181,FALSE
9,2015-06-25,570346.4597208994,FALSE
10,2015-06-25,1980254.33364256,FALSE
11,2015-06-25,1413397.6760645,FALSE
12,2015-06-25,1072915.1616368194,FALSE
13,2015-06-25,2206671.146667185,FALSE
14,2015-06-25,2515596.175645549,TRUE
15,2015-06-25,752819.8091486667,TRUE
16,2015-06-25,612111.0606657086,TRUE
17,2015-06-25,1001225.0131417833,FALSE
18,2015-06-25,1367433.0267603449,TRUE
19,2015-06-25,1624375.2742496524,FALSE
20,2015-06-25,2209802.085088123,FALSE
21,2015-06-25,862187.6469928476,FALSE
22,2015-06-25,1226361.6739418379,TRUE
23,2015-06-25,1584950.5055376075,FALSE
24,2015-06-25,1566884.5399592575,FALSE
25,2015-06-25,826036.284804175,FALSE
26,2015-06-25,1093336.6722651427,FALSE
27,2015-06-25,2198030.508331947,TRUE
28,2015-06-25,1378679.3944817153,FALSE
29,2015-06-25,655781.9746406148,TRUE
30,2015-06-25,507570.18234901817,FALSE
31,2015-06-25,1459873.8486852644,FALSE
32,2015-06-25,1259672.6336354706,FALSE
33,2015-06-25,290535.8251033028,FALSE
34,2015-06-25,1003246.0980541024,FALSE
35,2015-06-25,1377806.58836372,TRUE
36,2015-06-25,487041.19067525334,TRUE
37,2015-06-25,543642.633268942,FALSE
38,2015-06-25,360674.40289546526,FALSE
39,2015-06-25,1433993.1364268858,FALSE
40,2015-06-25,1053201.1645611404,FALSE
41,2015-06-25,1315049.1484533825,FALSE
42,2015-06-25,542419.8445865986,FALSE
43,2015-06-25,700184.7945529702,FALSE
44,2015-06-25,322820.8263087816,FALSE
45,2015-06-25,887330.8423933054,FALSE
1,2015-07-02,1671425.04869436,FALSE
2,2015-07-02,2244301.708764145,FALSE
3,2015-07-02,426868.66038826026,FALSE
4,2015-07-02,2106992.7077104286,FALSE
5,2015-07-02,342695.38978526247,FALSE
6,2015-07-02,1970852.3348372574,TRUE
7,2015-07-02,644607.148955118,FALSE
8,2015-07-02,954566.2448176866,FALSE
9,2015-07-02,592262.9390719293,FALSE
10,2015-07-02,2067298.1444391788,FALSE
11,2015-07-02,1458839.479416124,FALSE
12,2015-07-02,1066139.0736122397,FALSE
13,2015-07-02,2260399.865176051,FALSE
14,2015-07-02,2614832.763014746,TRUE
15,2015-07-02,794417.986384477,TRUE
16,2015-07-02,683884.3202202655,TRUE
17,2015-07-02,1073886.914825407,TRUE
18,2015-07-02,1408809.5670378048,TRUE
19,2015-07-02,1734814.4955189792,TRUE
20,2015-07-02,2400798.377914529,FALSE
21,2015-07-02,796807.6001371943,FALSE
22,2015-07-02,1254628.3713337064,TRUE
23,2015-07-02,1734920.330246438,TRUE
24,2015-07-02,1750907.264999255,TRUE
25,2015-07-02,850494.4439322014,TRUE
26,2015-07-02,1207809.9661624988,TRUE
27,2015-07-02,2267387.633854991,TRUE
28,2015-07-02,1567877.25850338,TRUE
29,2015-07-02,651217.9332149047,TRUE
30,2015-07-02,504352.8402325938,FALSE
31,2015-07-02,1469036.3250232483,FALSE
32,2015-07-02,1330480.99405998,FALSE
33,2015-07-02,299580.3265186356,FALSE
34,2015-07-02,1029485.5956382876,FALSE
35,2015-07-02,1395256.8198171004,TRUE
36,2015-07-02,486338.1792983168,TRUE
37,2015-07-02,558059.8318238653,FALSE
38,2015-07-02,404503.10580954276,FALSE
39,2015-07-02,1514777.9598376798,FALSE
40,2015-07-02,1218027.5531363166,TRUE
41,2015-07-02,1426002.3233182454,FALSE
42,2015-07-02,568000.758980496,FALSE
43,2015-07-02,747399.0104054321,TRUE
44,2015-07-02,336686.7995249959,FALSE
45,2015-07-02,896120.9372828227,FALSE
1,2015-07-09,1731516.8198046645,FALSE
2,2015-07-09,2106505.99115798,FALSE
3,2015-07-09,391100.39751410484,FALSE
4,2015-07-09,2029572.0958992227,FALSE
5,2015-07-09,326809.653190892,FALSE
6,2015-07-09,1893061.8390531642,TRUE
7,2015-07-09,664644.7091113278,FALSE
8,2015-07-09,946677.3802301105,FALSE
9,2015-07-09,543608.7661561552,FALSE
10,2015-07-09,1982069.8303969994,FALSE
11,2015-07-09,1433703.821240172,FALSE
12,2015-07-09,1056674.391529732,FALSE
13,2015-07-09,2095240.785975066,FALSE
14,2015-07-09,2504429.458356103,TRUE
15,2015-07-09,774438.7529225114,TRUE
16,2015-07-09,687929.4578970494,TRUE
17,2015-07-09,937299.1354414152,FALSE
18,2015-07-09,1311893.0224872534,TRUE
19,2015-07-09,1766758.1713288215,TRUE
20,2015-07-09,2360042.577912639,FALSE
21,2015-07-09,800398.8916239734,FALSE
22,2015-07-09,1223711.8075545502,TRUE
23,2015-07-09,1587560.983487173,FALSE
24,2015-07-09,1865269.930807951,TRUE
25,2015-07-09,805901.9166708061,FALSE
26,2015-07-09,1256976.6927435517,TRUE
27,2015-07-09,2373344.334437356,TRUE
28,2015-07-09,1501054.3539289213,FALSE
29,2015-07-09,631031.9244542011,FALSE
30,2015-07-09,488624.26540863933,FALSE
31,2015-07-09,1472859.2321712524,FALSE
32,2015-07-09,1206464.006016389,FALSE
33,2015-07-09,338697.9281333244,TRUE
34,2015-07-09,1020505.2670259537,FALSE
35,2015-07-09,1420947.981518628,TRUE
36,2015-07-09,528292.9019715221,TRUE
37,2015-07-09,562722.7307246315,FALSE
38,2015-07-09,385093.19598465366,FALSE
39,2015-07-09,1490056.0538491607,FALSE
40,2015-07-09,1185181.9750580094,TRUE
41,2015-07-09,1317143.5225145367,FALSE
42,2015-07-09,638446.011094564,FALSE
43,2015-07-09,804958.0276940616,TRUE
44,2015-07-09,314113.86487766926,FALSE
45,2015-07-09,881465.5265953015,FALSE
1,2015-07-16,1622730.7481776879,FALSE
2,2015-07-16,2067282.3756247596,FALSE
3,2015-07-16,395036.5534202112,FALSE
4,2015-07-16,2126133.0581643963,FALSE
5,2015-07-16,314370.24250528717,FALSE
6,2015-07-16,1747248.250486344,FALSE
7,2015-07-16,623995.2254129052,FALSE
8,2015-07-16,950418.889833229,FALSE
9,2015-07-16,530887.723101089,FALSE
10,2015-07-16,2047316.77188378,FALSE
11,2015-07-16,1445410.6764206884,FALSE
12,2015-07-16,1026319.9613458504,FALSE
13,2015-07-16,2163990.9689351567,FALSE
14,2015-07-16,2385802.88496944,TRUE
15,2015-07-16,709152.8037790391,FALSE
16,2015-07-16,656941.0048993155,TRUE
17,2015-07-16,981733.470583725,FALSE
18,2015-07-16,1249314.1240822226,FALSE
19,2015-07-16,1581537.0723901696,FALSE
20,2015-07-16,2275561.0538664055,FALSE
21,2015-07-16,845668.089174582,FALSE
22,2015-07-16,1106945.0023167864,FALSE
23,2015-07-16,1582620.1592322672,FALSE
24,2015-07-16,1588861.541095175,FALSE
25,2015-07-16,814197.0186201935,FALSE
26,2015-07-16,1151472.5616147965,FALSE
27,2015-07-16,2106269.7053294163,TRUE
28,2015-07-16,1372308.412675299,FALSE
29,2015-07-16,573738.4683356781,FALSE
30,2015-07-16,490612.513556841,FALSE
31,2015-07-16,1495611.257096547,FALSE
32,2015-07-16,1254530.4098140153,FALSE
33,2015-07-16,314634.7061300718,TRUE
34,2015-07-16,1041850.2612475898,FALSE
35,2015-07-16,1259281.9187003532,TRUE
36,2015-07-16,522971.43107991014,TRUE
37,2015-07-16,543340.9426987529,FALSE
38,2015-07-16,378852.16130444955,FALSE
39,2015-07-16,1500514.3280322712,FALSE
40,2015-07-16,1074283.0614899232,FALSE
41,2015-07-16,1321297.1603859894,FALSE
42,2015-07-16,625866.5625854515,FALSE
43,2015-07-16,780426.8034060415,TRUE
44,2015-07-16,332735.367579921,FALSE
45,2015-07-16,810513.6901185723,FALSE
1,2015-07-23,1551195.7455534972,FALSE
2,2015-07-23,1995424.4258893514,FALSE
3,2015-07-23,395188.5410483958,FALSE
4,2015-07-23,2070134.8623177812,FALSE
5,2015-07-23,307696.4165861496,FALSE
6,2015-07-23,1775381.3833322155,FALSE
7,2015-07-23,638627.1396709864,FALSE
8,2015-07-23,879733.9584596533,FALSE
9,2015-07-23,518171.8653876963,FALSE
10,2015-07-23,2051374.9569105627,FALSE
11,2015-07-23,1393647.4039959915,FALSE
12,2015-07-23,1021841.2036714206,FALSE
13,2015-07-23,2136126.9250836405,FALSE
14,2015-07-23,2289339.985018936,FALSE
15,2015-07-23,670346.4458586159,FALSE
16,2015-07-23,658912.6554743856,TRUE
17,2015-07-23,1000675.6021126879,FALSE
18,2015-07-23,1156799.5874296697,FALSE
19,2015-07-23,1536612.4032756265,FALSE
20,2015-07-23,2128494.169337073,FALSE
21,2015-07-23,857679.569179107,FALSE
22,2015-07-23,1090963.633686673,FALSE
23,2015-07-23,1493596.1750851716,FALSE
24,2015-07-23,1493714.7771765778,FALSE
25,2015-07-23,745088.7223008198,FALSE
26,2015-07-23,1088155.2839948065,FALSE
27,2015-07-23,2025139.905504875,FALSE
28,2015-07-23,1350523.896350052,FALSE
29,2015-07-23,567254.0809789709,FALSE
30,2015-07-23,493325.71278897306,FALSE
31,2015-07-23,1429084.4657701317,FALSE
32,2015-07-23,1242661.0955269889,FALSE
33,2015-07-23,283048.3261202423,FALSE
34,2015-07-23,1010246.7348919677,FALSE
35,2015-07-23,1256304.6142255825,TRUE
36,2015-07-23,506238.5238904179,TRUE
37,2015-07-23,551010.4438147164,FALSE
38,2015-07-23,367718.95274564455,FALSE
39,2015-07-23,1472336.699803099,FALSE
40,2015-07-23,1032971.3771814276,FALSE
41,2015-07-23,1335213.0159171352,FALSE
42,2015-07-23,550022.3618396064,FALSE
43,2015-07-23,726883.603654885,FALSE
44,2015-07-23,327785.4493780631,FALSE
45,2015-07-23,800313.3726844098,FALSE
1,2015-07-30,1536548.4432620266,FALSE
2,2015-07-30,2020655.0329350808,FALSE
3,2015-07-30,389690.242166112,FALSE
4,2015-07-30,2012133.8814471718,FALSE
5,2015-07-30,301185.5089506464,FALSE
6,2015-07-30,1716100.3398325723,FALSE
7,2015-07-30,675939.1448380161,TRUE
8,2015-07-30,881726.574390258,FALSE
9,2015-07-30,524890.0634962722,FALSE
10,2015-07-30,2052481.4617860059,FALSE
11,2015-07-30,1400130.6042118403,FALSE
12,2015-07-30,1023123.069410626,FALSE
13,2015-07-30,2035932.270244052,FALSE
14,2015-07-30,2301309.8254978852,FALSE
15,2015-07-30,693496.3981597136,FALSE
16,2015-07-30,630118.3187687845,TRUE
17,2015-07-30,933492.7474704483,FALSE
18,2015-07-30,1207924.3572636908,FALSE
19,2015-07-30,1530287.238386674,FALSE
20,2015-07-30,2190495.0533379894,FALSE
21,2015-07-30,801741.4807380234,FALSE
22,2015-07-30,1087212.3133723107,FALSE
23,2015-07-30,1478072.7404414143,FALSE
24,2015-07-30,1553942.3303224074,FALSE
25,2015-07-30,763941.2022960993,FALSE
26,2015-07-30,1125907.1024509408,FALSE
27,2015-07-30,2034366.9242274454,FALSE
28,2015-07-30,1288165.1005798094,FALSE
29,2015-07-30,571029.054514962,FALSE
30,2015-07-30,490416.5793180163,FALSE
31,2015-07-30,1379763.578869135,FALSE
32,2015-07-30,1193133.1869395287,FALSE
33,2015-07-30,271079.16880725883,FALSE
34,2015-07-30,981045.1752736543,FALSE
35,2015-07-30,1275764.0367838151,TRUE
36,2015-07-30,484322.0109410617,TRUE
37,2015-07-30,546435.2813430416,FALSE
38,2015-07-30,376725.0176758304,FALSE
39,2015-07-30,1465135.9177361946,FALSE
40,2015-07-30,1067746.9887081129,FALSE
41,2015-07-30,1356405.4513390416,FALSE
42,2015-07-30,525924.1975771294,FALSE
43,2015-07-30,696730.9874169091,FALSE
44,2015-07-30,308008.1306569817,FALSE
45,2015-07-30,802842.3858924372,FALSE
1,2015-08-06,1798061.2166539966,FALSE
2,2015-08-06,2230828.0408038204,FALSE
3,2015-08-06,450929.5865058908,FALSE
4,2015-08-06,2136448.7746495362,FALSE
5,2015-08-06,339391.2743917639,FALSE
6,2015-08-06,1829139.4555787186,FALSE
7,2015-08-06,721080.7471452449,TRUE
8,2015-08-06,1000557.8959766463,FALSE
9,2015-08-06,585524.1339899646,FALSE
10,2015-08-06,2183035.664954497,FALSE
11,2015-08-06,1533914.692871862,FALSE
12,2015-08-06,1083632.1989287066,FALSE
13,2015-08-06,2205306.158669017,FALSE
14,2015-08-06,2486067.2675352884,TRUE
15,2015-08-06,716373.7000438817,FALSE
16,2015-08-06,657336.0764173939,TRUE
17,2015-08-06,890692.9372983442,FALSE
18,2015-08-06,1305986.9295207122,TRUE
19,2015-08-06,1671024.9486267972,FALSE
20,2015-08-06,2139292.088999511,FALSE
21,2015-08-06,827951.4453934988,FALSE
22,2015-08-06,1131508.9065767352,FALSE
23,2015-08-06,1586975.5774512996,FALSE
24,2015-08-06,1615877.0928174066,TRUE
25,2015-08-06,783361.1356216313,FALSE
26,2015-08-06,1260306.5556543441,TRUE
27,2015-08-06,2136894.6244379105,TRUE
28,2015-08-06,1705788.5655510372,TRUE
29,2015-08-06,582133.480507675,FALSE
30,2015-08-06,494351.2792966549,FALSE
31,2015-08-06,1514613.7536182085,FALSE
32,2015-08-06,1281834.4815625744,FALSE
33,2015-08-06,294310.0818750021,FALSE
34,2015-08-06,1105872.4989474346,FALSE
35,2015-08-06,1321739.5495467677,TRUE
36,2015-08-06,523510.0122485343,TRUE
37,2015-08-06,569577.4388324663,FALSE
38,2015-08-06,423982.25058524153,FALSE
39,2015-08-06,1579109.7613154813,FALSE
40,2015-08-06,1184112.383543593,TRUE
41,2015-08-06,1498633.9865083096,TRUE
42,2015-08-06,649057.1800606662,FALSE
43,2015-08-06,782321.4130191867,TRUE
44,2015-08-06,332404.4688648415,FALSE
45,2015-08-06,836057.747148653,FALSE
1,2015-08-13,1689142.1404531256,FALSE
2,2015-08-13,2122967.412672517,FALSE
3,2015-08-13,380330.11807466845,FALSE
4,2015-08-13,2247784.858438401,FALSE
5,2015-08-13,320838.648258176,FALSE
6,2015-08-13,1733287.2276053738,FALSE
7,2015-08-13,669934.2727925132,FALSE
8,2015-08-13,972021.0904411953,FALSE
9,2015-08-13,539698.8505427934,FALSE
10,2015-08-13,2198446.780393843,FALSE
11,2015-08-13,1550382.5540655828,FALSE
12,2015-08-13,1039604.3363364914,FALSE
13,2015-08-13,2102798.8974403096,FALSE
14,2015-08-13,2299228.4427895197,FALSE
15,2015-08-13,697094.8012922003,FALSE
16,2015-08-13,608978.5879212085,FALSE
17,2015-08-13,851152.1983637768,FALSE
18,2015-08-13,1214828.9924842254,FALSE
19,2015-08-13,1588111.2120755387,FALSE
20,2015-08-13,2319429.5931958873,FALSE
21,2015-08-13,888775.604017261,FALSE
22,2015-08-13,1112213.7126368578,FALSE
23,2015-08-13,1507832.368257535,FALSE
24,2015-08-13,1550275.767385549,FALSE
25,2015-08-13,768362.7980182591,FALSE
26,2015-08-13,1133314.4246283,FALSE
27,2015-08-13,2088064.4298912927,TRUE
28,2015-08-13,1364862.6652122352,FALSE
29,2015-08-13,554673.6469189572,FALSE
30,2015-08-13,497434.49689497903,FALSE
31,2015-08-13,1486971.581913326,FALSE
32,2015-08-13,1296868.153405643,FALSE
33,2015-08-13,297196.80526239856,FALSE
34,2015-08-13,1065300.61618304,FALSE
35,2015-08-13,1221397.1516675348,TRUE
36,2015-08-13,526862.9684088528,TRUE
37,2015-08-13,550806.2891854203,FALSE
38,2015-08-13,382349.7582589619,FALSE
39,2015-08-13,1535965.0195273978,FALSE
40,2015-08-13,1034841.6168086521,FALSE
41,2015-08-13,1440221.9637152455,FALSE
42,2015-08-13,653017.0339861695,FALSE
43,2015-08-13,799057.6912407387,TRUE
44,2015-08-13,325935.22315379826,FALSE
45,2015-08-13,808893.3772403396,FALSE
1,2015-08-20,1694565.7278574328,FALSE
2,2015-08-20,2199945.8593117855,FALSE
3,2015-08-20,393915.9708460995,FALSE
4,2015-08-20,2236731.389907057,FALSE
5,2015-08-20,321654.00123840774,FALSE
6,2015-08-20,1724636.2409856732,FALSE
7,2015-08-20,652203.058537311,FALSE
8,2015-08-20,975109.0342040682,FALSE
9,2015-08-20,559216.5661969439,FALSE
10,2015-08-20,2221062.776895887,FALSE
11,2015-08-20,1601735.6581243055,TRUE
12,2015-08-20,1062208.1030478068,FALSE
13,2015-08-20,2236973.9026254057,FALSE
14,2015-08-20,2303880.1310487846,FALSE
15,2015-08-20,713505.7469213763,FALSE
16,2015-08-20,584069.897638027,FALSE
17,2015-08-20,877957.5253591161,FALSE
18,2015-08-20,1278820.2413278925,TRUE
19,2015-08-20,1589629.9796126212,FALSE
20,2015-08-20,2212309.2929824614,FALSE
21,2015-08-20,950690.7114914464,TRUE
22,2015-08-20,1139034.147679535,FALSE
23,2015-08-20,1612608.8380373814,FALSE
24,2015-08-20,1540267.7107732156,FALSE
25,2015-08-20,811399.3643954934,FALSE
26,2015-08-20,1128215.3970548664,FALSE
27,2015-08-20,2169195.8088371647,TRUE
28,2015-08-20,1339338.5879867878,FALSE
29,2015-08-20,595407.3504216645,FALSE
30,2015-08-20,500771.62824366795,FALSE
31,2015-08-20,1541682.9506679033,FALSE
32,2015-08-20,1332608.0144947364,FALSE
33,2015-08-20,258168.96717581377,FALSE
34,2015-08-20,1103316.3270924138,FALSE
